id,category,value
14409,食品,611.25
14410,飲料,612.5
14411,日用品,613.75
14412,家電,615.0
14413,食品,616.25
14414,飲料,617.5
14415,日用品,618.75
14416,家電,620.0
14417,食品,621.25
14418,飲料,622.5
14419,日用品,623.75
14420,家電,625.0
14421,食品,626.25
14422,飲料,627.5
14423,日用品,628.75
14424,家電,630.0
14425,食品,631.25
14426,飲料,632.5
14427,日用品,633.75
14428,家電,635.0
14429,食品,636.25
14430,飲料,637.5
14431,日用品,638.75
14432,家電,640.0
14433,食品,641.25
14434,飲料,642.5
14435,日用品,643.75
14436,家電,645.0
14437,食品,646.25
14438,飲料,647.5
14439,日用品,648.75
14440,家電,650.0
14441,食品,651.25
14442,飲料,652.5
14443,日用品,653.75
14444,家電,655.0
14445,食品,656.25
14446,飲料,657.5
14447,日用品,658.75
14448,家電,660.0
14449,食品,661.25
14450,飲料,662.5
14451,日用品,663.75
14452,家電,665.0
14453,食品,666.25
14454,飲料,667.5
14455,日用品,668.75
14456,家電,670.0
14457,食品,671.25
14458,飲料,672.5
14459,日用品,673.75
14460,家電,675.0
14461,食品,676.25
14462,飲料,677.5
14463,日用品,678.75
14464,家電,680.0
14465,食品,681.25
14466,飲料,682.5
14467,日用品,683.75
14468,家電,685.0
14469,食品,686.25
14470,飲料,687.5
14471,日用品,688.75
14472,家電,690.0
14473,食品,691.25
14474,飲料,692.5
14475,日用品,693.75
14476,家電,695.0
14477,食品,696.25
14478,飲料,697.5
14479,日用品,698.75
14480,家電,700.0
14481,食品,701.25
14482,飲料,702.5
14483,日用品,703.75
14484,家電,705.0
14485,食品,706.25
14486,飲料,707.5
14487,日用品,708.75
14488,家電,710.0
14489,食品,711.25
14490,飲料,712.5
14491,日用品,713.75
14492,家電,715.0
14493,食品,716.25
14494,飲料,717.5
14495,日用品,718.75
14496,家電,720.0
14497,食品,721.25
14498,飲料,722.5
14499,日用品,723.75
14500,家電,100.0
14501,食品,101.25
14502,飲料,102.5
14503,日用品,103.75
14504,家電,105.0
14505,食品,106.25
14506,飲料,107.5
14507,日用品,108.75
14508,家電,110.0
14509,食品,111.25
14510,飲料,112.5
14511,日用品,113.75
14512,家電,115.0
14513,食品,116.25
14514,飲料,117.5
14515,日用品,118.75
14516,家電,120.0
14517,食品,121.25
14518,飲料,122.5
14519,日用品,123.75
14520,家電,125.0
14521,食品,126.25
14522,飲料,127.5
14523,日用品,128.75
14524,家電,130.0
14525,食品,131.25
14526,飲料,132.5
14527,日用品,133.75
14528,家電,135.0
14529,食品,136.25
14530,飲料,137.5
14531,日用品,138.75
14532,家電,140.0
14533,食品,141.25
14534,飲料,142.5
14535,日用品,143.75
14536,家電,145.0
14537,食品,146.25
14538,飲料,147.5
14539,日用品,148.75
14540,家電,150.0
14541,食品,151.25
14542,飲料,152.5
14543,日用品,153.75
14544,家電,155.0
14545,食品,156.25
14546,飲料,157.5
14547,日用品,158.75
14548,家電,160.0
14549,食品,161.25
14550,飲料,162.5
14551,日用品,163.75
14552,家電,165.0
14553,食品,166.25
14554,飲料,167.5
14555,日用品,168.75
14556,家電,170.0
14557,食品,171.25
14558,飲料,172.5
14559,日用品,173.75
14560,家電,175.0
14561,食品,176.25
14562,飲料,177.5
14563,日用品,178.75
14564,家電,180.0
14565,食品,181.25
14566,飲料,182.5
14567,日用品,183.75
14568,家電,185.0
14569,食品,186.25
14570,飲料,187.5
14571,日用品,188.75
14572,家電,190.0
14573,食品,191.25
14574,飲料,192.5
14575,日用品,193.75
14576,家電,195.0
14577,食品,196.25
14578,飲料,197.5
14579,日用品,198.75
14580,家電,200.0
14581,食品,201.25
14582,飲料,202.5
14583,日用品,203.75
14584,家電,205.0
14585,食品,206.25
14586,飲料,207.5
14587,日用品,208.75
14588,家電,210.0
14589,食品,211.25
14590,飲料,212.5
14591,日用品,213.75
14592,家電,215.0
14593,食品,216.25
14594,飲料,217.5
14595,日用品,218.75
14596,家電,220.0
14597,食品,221.25
14598,飲料,222.5
14599,日用品,223.75
14600,家電,225.0
14601,食品,226.25
14602,飲料,227.5
14603,日用品,228.75
14604,家電,230.0
14605,食品,231.25
14606,飲料,232.5
14607,日用品,233.75
14608,家電,235.0
14609,食品,236.25
14610,飲料,237.5
14611,日用品,238.75
14612,家電,240.0
14613,食品,241.25
14614,飲料,242.5
14615,日用品,243.75
14616,家電,245.0
14617,食品,246.25
14618,飲料,247.5
14619,日用品,248.75
14620,家電,250.0
14621,食品,251.25
14622,飲料,252.5
14623,日用品,253.75
14624,家電,255.0
14625,食品,256.25
14626,飲料,257.5
14627,日用品,258.75
14628,家電,260.0
14629,食品,261.25
14630,飲料,262.5
14631,日用品,263.75
14632,家電,265.0
14633,食品,266.25
14634,飲料,267.5
14635,日用品,268.75
14636,家電,270.0
14637,食品,271.25
14638,飲料,272.5
14639,日用品,273.75
14640,家電,275.0
14641,食品,276.25
14642,飲料,277.5
14643,日用品,278.75
14644,家電,280.0
14645,食品,281.25
14646,飲料,282.5
14647,日用品,283.75
14648,家電,285.0
14649,食品,286.25
14650,飲料,287.5
14651,日用品,288.75
14652,家電,290.0
14653,食品,291.25
14654,飲料,292.5
14655,日用品,293.75
14656,家電,295.0
14657,食品,296.25
14658,飲料,297.5
14659,日用品,298.75
14660,家電,300.0
14661,食品,301.25
14662,飲料,302.5
14663,日用品,303.75
14664,家電,305.0
14665,食品,306.25
14666,飲料,307.5
14667,日用品,308.75
14668,家電,310.0
14669,食品,311.25
14670,飲料,312.5
14671,日用品,313.75
14672,家電,315.0
14673,食品,316.25
14674,飲料,317.5
14675,日用品,318.75
14676,家電,320.0
14677,食品,321.25
14678,飲料,322.5
14679,日用品,323.75
14680,家電,325.0
14681,食品,326.25
14682,飲料,327.5
14683,日用品,328.75
14684,家電,330.0
14685,食品,331.25
14686,飲料,332.5
14687,日用品,333.75
14688,家電,335.0
14689,食品,336.25
14690,飲料,337.5
14691,日用品,338.75
14692,家電,340.0
14693,食品,341.25
14694,飲料,342.5
14695,日用品,343.75
14696,家電,345.0
14697,食品,346.25
14698,飲料,347.5
14699,日用品,348.75
14700,家電,350.0
14701,食品,351.25
14702,飲料,352.5
14703,日用品,353.75
14704,家電,355.0
14705,食品,356.25
14706,飲料,357.5
14707,日用品,358.75
14708,家電,360.0
14709,食品,361.25
14710,飲料,362.5
14711,日用品,363.75
14712,家電,365.0
14713,食品,366.25
14714,飲料,367.5
14715,日用品,368.75
14716,家電,370.0
14717,食品,371.25
14718,飲料,372.5
14719,日用品,373.75
14720,家電,375.0
14721,食品,376.25
14722,飲料,377.5
14723,日用品,378.75
14724,家電,380.0
14725,食品,381.25
14726,飲料,382.5
14727,日用品,383.75
14728,家電,385.0
14729,食品,386.25
14730,飲料,387.5
14731,日用品,388.75
14732,家電,390.0
14733,食品,391.25
14734,飲料,392.5
14735,日用品,393.75
14736,家電,395.0
14737,食品,396.25
14738,飲料,397.5
14739,日用品,398.75
14740,家電,400.0
14741,食品,401.25
14742,飲料,402.5
14743,日用品,403.75
14744,家電,405.0
14745,食品,406.25
14746,飲料,407.5
14747,日用品,408.75
14748,家電,410.0
14749,食品,411.25
14750,飲料,412.5
14751,日用品,413.75
14752,家電,415.0
14753,食品,416.25
14754,飲料,417.5
14755,日用品,418.75
14756,家電,420.0
14757,食品,421.25
14758,飲料,422.5
14759,日用品,423.75
14760,家電,425.0
14761,食品,426.25
14762,飲料,427.5
14763,日用品,428.75
14764,家電,430.0
14765,食品,431.25
14766,飲料,432.5
14767,日用品,433.75
14768,家電,435.0
14769,食品,436.25
14770,飲料,437.5
14771,日用品,438.75
14772,家電,440.0
14773,食品,441.25
14774,飲料,442.5
14775,日用品,443.75
14776,家電,445.0
14777,食品,446.25
14778,飲料,447.5
14779,日用品,448.75
14780,家電,450.0
14781,食品,451.25
14782,飲料,452.5
14783,日用品,453.75
14784,家電,455.0
14785,食品,456.25
14786,飲料,457.5
14787,日用品,458.75
14788,家電,460.0
14789,食品,461.25
14790,飲料,462.5
14791,日用品,463.75
14792,家電,465.0
14793,食品,466.25
14794,飲料,467.5
14795,日用品,468.75
14796,家電,470.0
14797,食品,471.25
14798,飲料,472.5
14799,日用品,473.75
14800,家電,475.0
14801,食品,476.25
14802,飲料,477.5
14803,日用品,478.75
14804,家電,480.0
14805,食品,481.25
14806,飲料,482.5
14807,日用品,483.75
14808,家電,485.0
14809,食品,486.25
14810,飲料,487.5
14811,日用品,488.75
14812,家電,490.0
14813,食品,491.25
14814,飲料,492.5
14815,日用品,493.75
14816,家電,495.0
14817,食品,496.25
14818,飲料,497.5
14819,日用品,498.75
14820,家電,500.0
14821,食品,501.25
14822,飲料,502.5
14823,日用品,503.75
14824,家電,505.0
14825,食品,506.25
14826,飲料,507.5
14827,日用品,508.75
14828,家電,510.0
14829,食品,511.25
14830,飲料,512.5
14831,日用品,513.75
14832,家電,515.0
14833,食品,516.25
14834,飲料,517.5
14835,日用品,518.75
14836,家電,520.0
14837,食品,521.25
14838,飲料,522.5
14839,日用品,523.75
14840,家電,525.0
14841,食品,526.25
14842,飲料,527.5
14843,日用品,528.75
14844,家電,530.0
14845,食品,531.25
14846,飲料,532.5
14847,日用品,533.75
14848,家電,535.0
14849,食品,536.25
14850,飲料,537.5
14851,日用品,538.75
14852,家電,540.0
14853,食品,541.25
14854,飲料,542.5
14855,日用品,543.75
14856,家電,545.0
14857,食品,546.25
14858,飲料,547.5
14859,日用品,548.75
14860,家電,550.0
14861,食品,551.25
14862,飲料,552.5
14863,日用品,553.75
14864,家電,555.0
14865,食品,556.25
14866,飲料,557.5
14867,日用品,558.75
14868,家電,560.0
14869,食品,561.25
14870,飲料,562.5
14871,日用品,563.75
14872,家電,565.0
14873,食品,566.25
14874,飲料,567.5
14875,日用品,568.75
14876,家電,570.0
14877,食品,571.25
14878,飲料,572.5
14879,日用品,573.75
14880,家電,575.0
14881,食品,576.25
14882,飲料,577.5
14883,日用品,578.75
14884,家電,580.0
14885,食品,581.25
14886,飲料,582.5
14887,日用品,583.75
14888,家電,585.0
14889,食品,586.25
14890,飲料,587.5
14891,日用品,588.75
14892,家電,590.0
14893,食品,591.25
14894,飲料,592.5
14895,日用品,593.75
14896,家電,595.0
14897,食品,596.25
14898,飲料,597.5
14899,日用品,598.75
14900,家電,600.0
14901,食品,601.25
14902,飲料,602.5
14903,日用品,603.75
14904,家電,605.0
14905,食品,606.25
14906,飲料,607.5
14907,日用品,608.75
14908,家電,610.0
14909,食品,611.25
14910,飲料,612.5
14911,日用品,613.75
14912,家電,615.0
14913,食品,616.25
14914,飲料,617.5
14915,日用品,618.75
14916,家電,620.0
14917,食品,621.25
14918,飲料,622.5
14919,日用品,623.75
14920,家電,625.0
14921,食品,626.25
14922,飲料,627.5
14923,日用品,628.75
14924,家電,630.0
14925,食品,631.25
14926,飲料,632.5
14927,日用品,633.75
14928,家電,635.0
14929,食品,636.25
14930,飲料,637.5
14931,日用品,638.75
14932,家電,640.0
14933,食品,641.25
14934,飲料,642.5
14935,日用品,643.75
14936,家電,645.0
14937,食品,646.25
14938,飲料,647.5
14939,日用品,648.75
14940,家電,650.0
14941,食品,651.25
14942,飲料,652.5
14943,日用品,653.75
14944,家電,655.0
14945,食品,656.25
14946,飲料,657.5
14947,日用品,658.75
14948,家電,660.0
14949,食品,661.25
14950,飲料,662.5
14951,日用品,663.75
14952,家電,665.0
14953,食品,666.25
14954,飲料,667.5
14955,日用品,668.75
14956,家電,670.0
14957,食品,671.25
14958,飲料,672.5
14959,日用品,673.75
14960,家電,675.0
14961,食品,676.25
14962,飲料,677.5
14963,日用品,678.75
14964,家電,680.0
14965,食品,681.25
14966,飲料,682.5
14967,日用品,683.75
14968,家電,685.0
14969,食品,686.25
14970,飲料,687.5
14971,日用品,688.75
14972,家電,690.0
14973,食品,691.25
14974,飲料,692.5
14975,日用品,693.75
14976,家電,695.0
14977,食品,696.25
14978,飲料,697.5
14979,日用品,698.75
14980,家電,700.0
14981,食品,701.25
14982,飲料,702.5
14983,日用品,703.75
14984,家電,705.0
14985,食品,706.25
14986,飲料,707.5
14987,日用品,708.75
14988,家電,710.0
14989,食品,711.25
14990,飲料,712.5
14991,日用品,713.75
14992,家電,715.0
14993,食品,716.25
14994,飲料,717.5
14995,日用品,718.75
14996,家電,720.0
14997,食品,721.25
14998,飲料,722.5
14999,日用品,723.75
15000,家電,100.0
15001,食品,101.25
15002,飲料,102.5
15003,日用品,103.75
15004,家電,105.0
15005,食品,106.25
15006,飲料,107.5
15007,日用品,108.75
15008,家電,110.0
15009,食品,111.25
15010,飲料,112.5
15011,日用品,113.75
15012,家電,115.0
15013,食品,116.25
15014,飲料,117.5
15015,日用品,118.75
15016,家電,120.0
15017,食品,121.25
15018,飲料,122.5
15019,日用品,123.75
15020,家電,125.0
15021,食品,126.25
15022,飲料,127.5
15023,日用品,128.75
15024,家電,130.0
15025,食品,131.25
15026,飲料,132.5
15027,日用品,133.75
15028,家電,135.0
15029,食品,136.25
15030,飲料,137.5
15031,日用品,138.75
15032,家電,140.0
15033,食品,141.25
15034,飲料,142.5
15035,日用品,143.75
15036,家電,145.0
15037,食品,146.25
15038,飲料,147.5
15039,日用品,148.75
15040,家電,150.0
15041,食品,151.25
15042,飲料,152.5
15043,日用品,153.75
15044,家電,155.0
15045,食品,156.25
15046,飲料,157.5
15047,日用品,158.75
15048,家電,160.0
15049,食品,161.25
15050,飲料,162.5
15051,日用品,163.75
15052,家電,165.0
15053,食品,166.25
15054,飲料,167.5
15055,日用品,168.75
15056,家電,170.0
15057,食品,171.25
15058,飲料,172.5
15059,日用品,173.75
15060,家電,175.0
15061,食品,176.25
15062,飲料,177.5
15063,日用品,178.75
15064,家電,180.0
15065,食品,181.25
15066,飲料,182.5
15067,日用品,183.75
15068,家電,185.0
15069,食品,186.25
15070,飲料,187.5
15071,日用品,188.75
15072,家電,190.0
15073,食品,191.25
15074,飲料,192.5
15075,日用品,193.75
15076,家電,195.0
15077,食品,196.25
15078,飲料,197.5
15079,日用品,198.75
15080,家電,200.0
15081,食品,201.25
15082,飲料,202.5
15083,日用品,203.75
15084,家電,205.0
15085,食品,206.25
15086,飲料,207.5
15087,日用品,208.75
15088,家電,210.0
15089,食品,211.25
15090,飲料,212.5
15091,日用品,213.75
15092,家電,215.0
15093,食品,216.25
15094,飲料,217.5
15095,日用品,218.75
15096,家電,220.0
15097,食品,221.25
15098,飲料,222.5
15099,日用品,223.75
15100,家電,225.0
15101,食品,226.25
15102,飲料,227.5
15103,日用品,228.75
15104,家電,230.0
15105,食品,231.25
15106,飲料,232.5
15107,日用品,233.75
15108,家電,235.0
15109,食品,236.25
15110,飲料,237.5
15111,日用品,238.75
15112,家電,240.0
15113,食品,241.25
15114,飲料,242.5
15115,日用品,243.75
15116,家電,245.0
15117,食品,246.25
15118,飲料,247.5
15119,日用品,248.75
15120,家電,250.0
15121,食品,251.25
15122,飲料,252.5
15123,日用品,253.75
15124,家電,255.0
15125,食品,256.25
15126,飲料,257.5
15127,日用品,258.75
15128,家電,260.0
15129,食品,261.25
15130,飲料,262.5
15131,日用品,263.75
15132,家電,265.0
15133,食品,266.25
15134,飲料,267.5
15135,日用品,268.75
15136,家電,270.0
15137,食品,271.25
15138,飲料,272.5
15139,日用品,273.75
15140,家電,275.0
15141,食品,276.25
15142,飲料,277.5
15143,日用品,278.75
15144,家電,280.0
15145,食品,281.25
15146,飲料,282.5
15147,日用品,283.75
15148,家電,285.0
15149,食品,286.25
15150,飲料,287.5
15151,日用品,288.75
15152,家電,290.0
15153,食品,291.25
15154,飲料,292.5
15155,日用品,293.75
15156,家電,295.0
15157,食品,296.25
15158,飲料,297.5
15159,日用品,298.75
15160,家電,300.0
15161,食品,301.25
15162,飲料,302.5
15163,日用品,303.75
15164,家電,305.0
15165,食品,306.25
15166,飲料,307.5
15167,日用品,308.75
15168,家電,310.0
15169,食品,311.25
15170,飲料,312.5
15171,日用品,313.75
15172,家電,315.0
15173,食品,316.25
15174,飲料,317.5
15175,日用品,318.75
15176,家電,320.0
15177,食品,321.25
15178,飲料,322.5
15179,日用品,323.75
15180,家電,325.0
15181,食品,326.25
15182,飲料,327.5
15183,日用品,328.75
15184,家電,330.0
15185,食品,331.25
15186,飲料,332.5
15187,日用品,333.75
15188,家電,335.0
15189,食品,336.25
15190,飲料,337.5
15191,日用品,338.75
15192,家電,340.0
15193,食品,341.25
15194,飲料,342.5
15195,日用品,343.75
15196,家電,345.0
15197,食品,346.25
15198,飲料,347.5
15199,日用品,348.75
15200,家電,350.0
15201,食品,351.25
15202,飲料,352.5
15203,日用品,353.75
15204,家電,355.0
15205,食品,356.25
15206,飲料,357.5
15207,日用品,358.75
15208,家電,360.0
15209,食品,361.25
15210,飲料,362.5
15211,日用品,363.75
15212,家電,365.0
15213,食品,366.25
15214,飲料,367.5
15215,日用品,368.75
15216,家電,370.0
15217,食品,371.25
15218,飲料,372.5
15219,日用品,373.75
15220,家電,375.0
15221,食品,376.25
15222,飲料,377.5
15223,日用品,378.75
15224,家電,380.0
15225,食品,381.25
15226,飲料,382.5
15227,日用品,383.75
15228,家電,385.0
15229,食品,386.25
15230,飲料,387.5
15231,日用品,388.75
15232,家電,390.0
15233,食品,391.25
15234,飲料,392.5
15235,日用品,393.75
15236,家電,395.0
15237,食品,396.25
15238,飲料,397.5
15239,日用品,398.75
15240,家電,400.0
15241,食品,401.25
15242,飲料,402.5
15243,日用品,403.75
15244,家電,405.0
15245,食品,406.25
15246,飲料,407.5
15247,日用品,408.75
15248,家電,410.0
15249,食品,411.25
15250,飲料,412.5
15251,日用品,413.75
15252,家電,415.0
15253,食品,416.25
15254,飲料,417.5
15255,日用品,418.75
15256,家電,420.0
15257,食品,421.25
15258,飲料,422.5
15259,日用品,423.75
15260,家電,425.0
15261,食品,426.25
15262,飲料,427.5
15263,日用品,428.75
15264,家電,430.0
15265,食品,431.25
15266,飲料,432.5
15267,日用品,433.75
15268,家電,435.0
15269,食品,436.25
15270,飲料,437.5
15271,日用品,438.75
15272,家電,440.0
15273,食品,441.25
15274,飲料,442.5
15275,日用品,443.75
15276,家電,445.0
15277,食品,446.25
15278,飲料,447.5
15279,日用品,448.75
15280,家電,450.0
15281,食品,451.25
15282,飲料,452.5
15283,日用品,453.75
15284,家電,455.0
15285,食品,456.25
15286,飲料,457.5
15287,日用品,458.75
15288,家電,460.0
15289,食品,461.25
15290,飲料,462.5
15291,日用品,463.75
15292,家電,465.0
15293,食品,466.25
15294,飲料,467.5
15295,日用品,468.75
15296,家電,470.0
15297,食品,471.25
15298,飲料,472.5
15299,日用品,473.75
15300,家電,475.0
15301,食品,476.25
15302,飲料,477.5
15303,日用品,478.75
15304,家電,480.0
15305,食品,481.25
15306,飲料,482.5
15307,日用品,483.75
15308,家電,485.0
15309,食品,486.25
15310,飲料,487.5
15311,日用品,488.75
15312,家電,490.0
15313,食品,491.25
15314,飲料,492.5
15315,日用品,493.75
15316,家電,495.0
15317,食品,496.25
15318,飲料,497.5
15319,日用品,498.75
15320,家電,500.0
15321,食品,501.25
15322,飲料,502.5
15323,日用品,503.75
15324,家電,505.0
15325,食品,506.25
15326,飲料,507.5
15327,日用品,508.75
15328,家電,510.0
15329,食品,511.25
15330,飲料,512.5
15331,日用品,513.75
15332,家電,515.0
15333,食品,516.25
15334,飲料,517.5
15335,日用品,518.75
15336,家電,520.0
15337,食品,521.25
15338,飲料,522.5
15339,日用品,523.75
15340,家電,525.0
15341,食品,526.25
15342,飲料,527.5
15343,日用品,528.75
15344,家電,530.0
15345,食品,531.25
15346,飲料,532.5
15347,日用品,533.75
15348,家電,535.0
15349,食品,536.25
15350,飲料,537.5
15351,日用品,538.75
15352,家電,540.0
15353,食品,541.25
15354,飲料,542.5
15355,日用品,543.75
15356,家電,545.0
15357,食品,546.25
15358,飲料,547.5
15359,日用品,548.75
15360,家電,550.0
15361,食品,551.25
15362,飲料,552.5
15363,日用品,553.75
15364,家電,555.0
15365,食品,556.25
15366,飲料,557.5
15367,日用品,558.75
15368,家電,560.0
15369,食品,561.25
15370,飲料,562.5
15371,日用品,563.75
15372,家電,565.0
15373,食品,566.25
15374,飲料,567.5
15375,日用品,568.75
15376,家電,570.0
15377,食品,571.25
15378,飲料,572.5
15379,日用品,573.75
15380,家電,575.0
15381,食品,576.25
15382,飲料,577.5
15383,日用品,578.75
15384,家電,580.0
15385,食品,581.25
15386,飲料,582.5
15387,日用品,583.75
15388,家電,585.0
15389,食品,586.25
15390,飲料,587.5
15391,日用品,588.75
15392,家電,590.0
15393,食品,591.25
15394,飲料,592.5
15395,日用品,593.75
15396,家電,595.0
15397,食品,596.25
15398,飲料,597.5
15399,日用品,598.75
15400,家電,600.0
15401,食品,601.25
15402,飲料,602.5
15403,日用品,603.75
15404,家電,605.0
15405,食品,606.25
15406,飲料,607.5
15407,日用品,608.75
15408,家電,610.0
15409,食品,611.25
15410,飲料,612.5
15411,日用品,613.75
15412,家電,615.0
15413,食品,616.25
15414,飲料,617.5
15415,日用品,618.75
15416,家電,620.0
15417,食品,621.25
15418,飲料,622.5
15419,日用品,623.75
15420,家電,625.0
15421,食品,626.25
15422,飲料,627.5
15423,日用品,628.75
15424,家電,630.0
15425,食品,631.25
15426,飲料,632.5
15427,日用品,633.75
15428,家電,635.0
15429,食品,636.25
15430,飲料,637.5
15431,日用品,638.75
15432,家電,640.0
15433,食品,641.25
15434,飲料,642.5
15435,日用品,643.75
15436,家電,645.0
15437,食品,646.25
15438,飲料,647.5
15439,日用品,648.75
15440,家電,650.0
15441,食品,651.25
15442,飲料,652.5
15443,日用品,653.75
15444,家電,655.0
15445,食品,656.25
15446,飲料,657.5
15447,日用品,658.75
15448,家電,660.0
15449,食品,661.25
15450,飲料,662.5
15451,日用品,663.75
15452,家電,665.0
15453,食品,666.25
15454,飲料,667.5
15455,日用品,668.75
15456,家電,670.0
15457,食品,671.25
15458,飲料,672.5
15459,日用品,673.75
15460,家電,675.0
15461,食品,676.25
15462,飲料,677.5
15463,日用品,678.75
15464,家電,680.0
15465,食品,681.25
15466,飲料,682.5
15467,日用品,683.75
15468,家電,685.0
15469,食品,686.25
15470,飲料,687.5
15471,日用品,688.75
15472,家電,690.0
15473,食品,691.25
15474,飲料,692.5
15475,日用品,693.75
15476,家電,695.0
15477,食品,696.25
15478,飲料,697.5
15479,日用品,698.75
15480,家電,700.0
15481,食品,701.25
15482,飲料,702.5
15483,日用品,703.75
15484,家電,705.0
15485,食品,706.25
15486,飲料,707.5
15487,日用品,708.75
15488,家電,710.0
15489,食品,711.25
15490,飲料,712.5
15491,日用品,713.75
15492,家電,715.0
15493,食品,716.25
15494,飲料,717.5
15495,日用品,718.75
15496,家電,720.0
15497,食品,721.25
15498,飲料,722.5
15499,日用品,723.75
15500,家電,100.0
15501,食品,101.25
15502,飲料,102.5
15503,日用品,103.75
15504,家電,105.0
15505,食品,106.25
15506,飲料,107.5
15507,日用品,108.75
15508,家電,110.0
15509,食品,111.25
15510,飲料,112.5
15511,日用品,113.75
15512,家電,115.0
15513,食品,116.25
15514,飲料,117.5
15515,日用品,118.75
15516,家電,120.0
15517,食品,121.25
15518,飲料,122.5
15519,日用品,123.75
15520,家電,125.0
15521,食品,126.25
15522,飲料,127.5
15523,日用品,128.75
15524,家電,130.0
15525,食品,131.25
15526,飲料,132.5
15527,日用品,133.75
15528,家電,135.0
15529,食品,136.25
15530,飲料,137.5
15531,日用品,138.75
15532,家電,140.0
15533,食品,141.25
15534,飲料,142.5
15535,日用品,143.75
15536,家電,145.0
15537,食品,146.25
15538,飲料,147.5
15539,日用品,148.75
15540,家電,150.0
15541,食品,151.25
15542,飲料,152.5
15543,日用品,153.75
15544,家電,155.0
15545,食品,156.25
15546,飲料,157.5
15547,日用品,158.75
15548,家電,160.0
15549,食品,161.25
15550,飲料,162.5
15551,日用品,163.75
15552,家電,165.0
15553,食品,166.25
15554,飲料,167.5
15555,日用品,168.75
15556,家電,170.0
15557,食品,171.25
15558,飲料,172.5
15559,日用品,173.75
15560,家電,175.0
15561,食品,176.25
15562,飲料,177.5
15563,日用品,178.75
15564,家電,180.0
15565,食品,181.25
15566,飲料,182.5
15567,日用品,183.75
15568,家電,185.0
15569,食品,186.25
15570,飲料,187.5
15571,日用品,188.75
15572,家電,190.0
15573,食品,191.25
15574,飲料,192.5
15575,日用品,193.75
15576,家電,195.0
15577,食品,196.25
15578,飲料,197.5
15579,日用品,198.75
15580,家電,200.0
15581,食品,201.25
15582,飲料,202.5
15583,日用品,203.75
15584,家電,205.0
15585,食品,206.25
15586,飲料,207.5
15587,日用品,208.75
15588,家電,210.0
15589,食品,211.25
15590,飲料,212.5
15591,日用品,213.75
15592,家電,215.0
15593,食品,216.25
15594,飲料,217.5
15595,日用品,218.75
15596,家電,220.0
15597,食品,221.25
15598,飲料,222.5
15599,日用品,223.75
15600,家電,225.0
15601,食品,226.25
15602,飲料,227.5
15603,日用品,228.75
15604,家電,230.0
15605,食品,231.25
15606,飲料,232.5
15607,日用品,233.75
15608,家電,235.0
15609,食品,236.25
15610,飲料,237.5
15611,日用品,238.75
15612,家電,240.0
15613,食品,241.25
15614,飲料,242.5
15615,日用品,243.75
15616,家電,245.0
15617,食品,246.25
15618,飲料,247.5
15619,日用品,248.75
15620,家電,250.0
15621,食品,251.25
15622,飲料,252.5
15623,日用品,253.75
15624,家電,255.0
15625,食品,256.25
15626,飲料,257.5
15627,日用品,258.75
15628,家電,260.0
15629,食品,261.25
15630,飲料,262.5
15631,日用品,263.75
15632,家電,265.0
15633,食品,266.25
15634,飲料,267.5
15635,日用品,268.75
15636,家電,270.0
15637,食品,271.25
15638,飲料,272.5
15639,日用品,273.75
15640,家電,275.0
15641,食品,276.25
15642,飲料,277.5
15643,日用品,278.75
15644,家電,280.0
15645,食品,281.25
15646,飲料,282.5
15647,日用品,283.75
15648,家電,285.0
15649,食品,286.25
15650,飲料,287.5
15651,日用品,288.75
15652,家電,290.0
15653,食品,291.25
15654,飲料,292.5
15655,日用品,293.75
15656,家電,295.0
15657,食品,296.25
15658,飲料,297.5
15659,日用品,298.75
15660,家電,300.0
15661,食品,301.25
15662,飲料,302.5
15663,日用品,303.75
15664,家電,305.0
15665,食品,306.25
15666,飲料,307.5
15667,日用品,308.75
15668,家電,310.0
15669,食品,311.25
15670,飲料,312.5
15671,日用品,313.75
15672,家電,315.0
15673,食品,316.25
15674,飲料,317.5
15675,日用品,318.75
15676,家電,320.0
15677,食品,321.25
15678,飲料,322.5
15679,日用品,323.75
15680,家電,325.0
15681,食品,326.25
15682,飲料,327.5
15683,日用品,328.75
15684,家電,330.0
15685,食品,331.25
15686,飲料,332.5
15687,日用品,333.75
15688,家電,335.0
15689,食品,336.25
15690,飲料,337.5
15691,日用品,338.75
15692,家電,340.0
15693,食品,341.25
15694,飲料,342.5
15695,日用品,343.75
15696,家電,345.0
15697,食品,346.25
15698,飲料,347.5
15699,日用品,348.75
15700,家電,350.0
15701,食品,351.25
15702,飲料,352.5
15703,日用品,353.75
15704,家電,355.0
15705,食品,356.25
15706,飲料,357.5
15707,日用品,358.75
15708,家電,360.0
15709,食品,361.25
15710,飲料,362.5
15711,日用品,363.75
15712,家電,365.0
15713,食品,366.25
15714,飲料,367.5
15715,日用品,368.75
15716,家電,370.0
15717,食品,371.25
15718,飲料,372.5
15719,日用品,373.75
15720,家電,375.0
15721,食品,376.25
15722,飲料,377.5
15723,日用品,378.75
15724,家電,380.0
15725,食品,381.25
15726,飲料,382.5
15727,日用品,383.75
15728,家電,385.0
15729,食品,386.25
15730,飲料,387.5
15731,日用品,388.75
15732,家電,390.0
15733,食品,391.25
15734,飲料,392.5
15735,日用品,393.75
15736,家電,395.0
15737,食品,396.25
15738,飲料,397.5
15739,日用品,398.75
15740,家電,400.0
